,load_kw,pv_kw_raw,price_import_gbp_per_kwh,price_export_gbp_per_kwh,ambient_c,cell_temp_c,carbon_intensity,soc,pch,pdis,pimp,pexp,pv_kw_eff,deg_cost_pv
2024-09-19 19:15:00,1.135842443599899,0.2307924011867742,0.39,0.1364999999999999,24.999907397361905,30.849751516791716,0.1120444504226559,0.4638893319553915,0.0,0.9120731911100117,0.0,0.0,0.22376925248988735,0.0006847569979464663
2024-09-19 19:30:00,1.4268688580873414,0.2201309832049938,0.39,0.1364999999999999,24.999907397361905,30.579518905298457,0.1120444504226559,0.41588547979170676,0.0,1.2132004187164893,0.0,0.0,0.21366843937085211,0.0006300980238288145
2024-09-19 19:45:00,1.230715045157054,0.2092338434527177,0.39,0.1364999999999999,24.999907397361905,30.303311506048477,0.1120444504226559,0.3520328261750494,0.0,1.0273943855476955,0.0,0.0,0.2033206596093587,0.0005765354247275035
2024-09-19 20:00:00,1.2645176356973795,0.198112650860136,0.39,0.1364999999999999,24.999907397361905,30.021425088843124,0.1180384757729337,0.2979594374620128,0.0,1.071782154090355,0.0,0.0,0.19273548160702458,0.0005242740021783623
2024-09-19 20:15:00,1.1553678912886107,0.1867793142788327,0.39,0.1364999999999999,24.999907397361905,29.734161504718436,0.1180384757729337,0.24154985040462576,0.0,0.973445115259465,0.0,0.0,0.1819227760291458,0.0004735124793444731
2024-09-19 20:30:00,1.2026386191988787,0.1752459697294877,0.39,0.1364999999999999,24.999907397361905,29.441828362715448,0.1180384757729337,0.19031589696991708,0.0,1.0317459076935924,0.0,0.0,0.17089271150528632,0.0004244426768596344
2024-09-19 20:45:00,1.186738394532403,0.1635249674063236,0.39,0.1364999999999999,24.999907397361905,29.144738700484773,0.1180384757729337,0.13601348077551748,0.0,0.7202696155103494,0.3068130292438922,0.0,0.1596557497781614,0.0003772487187458142
2024-09-19 21:00:00,0.9944331348833167,0.1516288584522071,0.39,0.1364999999999999,24.999907397361905,28.843210649078014,0.1275735931288071,0.1,0.0,0.0,0.8462104946031668,0.0,0.14822264028014992,0.0003321062717755761
2024-09-19 21:15:00,1.0678594658382852,0.1395703815185712,0.39,0.1364999999999999,24.999907397361905,28.53756709228507,0.1275735931288071,0.1,0.0,0.0,0.9312550517197855,0.0,0.13660441411849972,0.00028918182150697026
2024-09-19 21:30:00,1.0372430800859724,0.1273624491245482,0.39,0.1364999999999999,24.999907397361905,28.22813532088208,0.1275735931288071,0.1,0.0,0.0,0.9124307026338424,0.0,0.12481237745213003,0.000248631988060771
2024-09-19 21:45:00,1.0153964564557525,0.1150181338299212,0.39,0.1364999999999999,24.999907397361905,27.9152466821603,0.1275735931288071,0.1,0.0,0.0,0.9025383522108492,0.0,0.11285810424490327,0.00021060288453924824
2024-09-19 22:00:00,0.9405532795345658,0.1025506542366991,0.21,0.0735,24.999907397361905,27.59923622511107,0.1399999999999999,0.1,0.0,0.0,0.8397998511522538,0.0,0.100753428382312,9.435435735532286e-05
